/Users/gosha/Projects/youtube-audio-captions-parsing/data/1zCGQG_8ykM/parts/1zCGQG_8ykM-109640-112260.wav, грамм желатина заливаем мл
/Users/gosha/Projects/youtube-audio-captions-parsing/data/1zCGQG_8ykM/parts/1zCGQG_8ykM-116540-118930.wav, карамельная прослойка будет находиться в
/Users/gosha/Projects/youtube-audio-captions-parsing/data/1zCGQG_8ykM/parts/1zCGQG_8ykM-120570-122940.wav, чтобы разрез получился аккуратным
/Users/gosha/Projects/youtube-audio-captions-parsing/data/1zCGQG_8ykM/parts/1zCGQG_8ykM-122940-126160.wav, мы зажелируем карамель
/Users/gosha/Projects/youtube-audio-captions-parsing/data/1zCGQG_8ykM/parts/1zCGQG_8ykM-126160-128099.wav, набухший желатин растворяем
/Users/gosha/Projects/youtube-audio-captions-parsing/data/1zCGQG_8ykM/parts/1zCGQG_8ykM-139059-141399.wav, грамм карамели
/Users/gosha/Projects/youtube-audio-captions-parsing/data/1zCGQG_8ykM/parts/1zCGQG_8ykM-141399-143049.wav, заливаем мл
/Users/gosha/Projects/youtube-audio-captions-parsing/data/1zCGQG_8ykM/parts/1zCGQG_8ykM-149589-151359.wav, сюда же отправляем растопленный
/Users/gosha/Projects/youtube-audio-captions-parsing/data/1zCGQG_8ykM/parts/1zCGQG_8ykM-176029-178029.wav, в ней будет остывать карамельная
/Users/gosha/Projects/youtube-audio-captions-parsing/data/1zCGQG_8ykM/parts/1zCGQG_8ykM-180849-183849.wav, карамель так же отправляем в морозилку
/Users/gosha/Projects/youtube-audio-captions-parsing/data/1zCGQG_8ykM/parts/1zCGQG_8ykM-186399-188429.wav, для сырной начинки чизкейка
/Users/gosha/Projects/youtube-audio-captions-parsing/data/1zCGQG_8ykM/parts/1zCGQG_8ykM-188429-190889.wav, сахар и сливки взбиваем до мягких
/Users/gosha/Projects/youtube-audio-captions-parsing/data/1zCGQG_8ykM/parts/1zCGQG_8ykM-203499-206279.wav, соединяем маскарпоне со взбитыми сливками
/Users/gosha/Projects/youtube-audio-captions-parsing/data/1zCGQG_8ykM/parts/1zCGQG_8ykM-207899-211489.wav, и сюда же добавляем грамм желатина
/Users/gosha/Projects/youtube-audio-captions-parsing/data/1zCGQG_8ykM/parts/1zCGQG_8ykM-211489-214269.wav, которые замачивали вначале
/Users/gosha/Projects/youtube-audio-captions-parsing/data/1zCGQG_8ykM/parts/1zCGQG_8ykM-214269-216459.wav, что бы в чизкейке не было комочков
/Users/gosha/Projects/youtube-audio-captions-parsing/data/1zCGQG_8ykM/parts/1zCGQG_8ykM-217749-219849.wav, распределить растопите его в
/Users/gosha/Projects/youtube-audio-captions-parsing/data/1zCGQG_8ykM/parts/1zCGQG_8ykM-221029-224029.wav, с не большим количеством сливок и маскарпоне
/Users/gosha/Projects/youtube-audio-captions-parsing/data/1zCGQG_8ykM/parts/1zCGQG_8ykM-224939-227939.wav, теперь осталось все тщательно перемешать
/Users/gosha/Projects/youtube-audio-captions-parsing/data/1zCGQG_8ykM/parts/1zCGQG_8ykM-233489-236619.wav, первой частю мы зальем торт сразу а второй
/Users/gosha/Projects/youtube-audio-captions-parsing/data/1zCGQG_8ykM/parts/1zCGQG_8ykM-236619-239619.wav, частью покроем карамельную прослойку
/Users/gosha/Projects/youtube-audio-captions-parsing/data/1zCGQG_8ykM/parts/1zCGQG_8ykM-267689-270409.wav, сгладить неровности отправляем торт чизкейк
/Users/gosha/Projects/youtube-audio-captions-parsing/data/1zCGQG_8ykM/parts/1zCGQG_8ykM-276199-278969.wav, аккуратно ножом отделяем карамельное желе
/Users/gosha/Projects/youtube-audio-captions-parsing/data/1zCGQG_8ykM/parts/1zCGQG_8ykM-307630-310630.wav, переношу карамель на торт
/Users/gosha/Projects/youtube-audio-captions-parsing/data/1zCGQG_8ykM/parts/1zCGQG_8ykM-337689-338990.wav, подровняв края
/Users/gosha/Projects/youtube-audio-captions-parsing/data/1zCGQG_8ykM/parts/1zCGQG_8ykM-338990-340940.wav, заливаем второй половины сырной
/Users/gosha/Projects/youtube-audio-captions-parsing/data/1zCGQG_8ykM/parts/1zCGQG_8ykM-355169-357699.wav, так как желатин быстро схватывается
/Users/gosha/Projects/youtube-audio-captions-parsing/data/1zCGQG_8ykM/parts/1zCGQG_8ykM-368909-370569.wav, спустя пять часов
/Users/gosha/Projects/youtube-audio-captions-parsing/data/1zCGQG_8ykM/parts/1zCGQG_8ykM-370569-373569.wav, аккуратно достаем чизкейк из формы
/Users/gosha/Projects/youtube-audio-captions-parsing/data/1zCGQG_8ykM/parts/1zCGQG_8ykM-407960-410080.wav, теплым ножем можно пройтись по
/Users/gosha/Projects/youtube-audio-captions-parsing/data/1zCGQG_8ykM/parts/1zCGQG_8ykM-411069-413770.wav, чтобы сгладить неровности
/Users/gosha/Projects/youtube-audio-captions-parsing/data/1zCGQG_8ykM/parts/1zCGQG_8ykM-413770-416319.wav, края чизкейка украшаю миндальной
/Users/gosha/Projects/youtube-audio-captions-parsing/data/1zCGQG_8ykM/parts/1zCGQG_8ykM-417899-420149.wav, орешки лучше будут держаться
/Users/gosha/Projects/youtube-audio-captions-parsing/data/1zCGQG_8ykM/parts/1zCGQG_8ykM-420149-422729.wav, если бока торта обмащать масляным
/Users/gosha/Projects/youtube-audio-captions-parsing/data/1zCGQG_8ykM/parts/1zCGQG_8ykM-448629-450979.wav, этим же масляным кремом можно украсить
/Users/gosha/Projects/youtube-audio-captions-parsing/data/1zCGQG_8ykM/parts/1zCGQG_8ykM-494379-497069.wav, чизкейк полностью остыл
/Users/gosha/Projects/youtube-audio-captions-parsing/data/1zCGQG_8ykM/parts/1zCGQG_8ykM-497069-499270.wav, и слои хорошо держатся вместе не
/Users/gosha/Projects/youtube-audio-captions-parsing/data/1zCGQG_8ykM/parts/1zCGQG_8ykM-507020-508800.wav, а с утра может звать друзей на
/Users/gosha/Projects/youtube-audio-captions-parsing/data/1zCGQG_8ykM/parts/1zCGQG_8ykM-508800-511369.wav, чашечку кофе или чая
/Users/gosha/Projects/youtube-audio-captions-parsing/data/1zCGQG_8ykM/parts/1zCGQG_8ykM-531050-533200.wav, мне очень нравится сочетание сливочного
/Users/gosha/Projects/youtube-audio-captions-parsing/data/1zCGQG_8ykM/parts/1zCGQG_8ykM-533200-535340.wav, сыра и карамели
/Users/gosha/Projects/youtube-audio-captions-parsing/data/1zCGQG_8ykM/parts/1zCGQG_8ykM-537290-539450.wav, а печенье с орешками добавляет
/Users/gosha/Projects/youtube-audio-captions-parsing/data/1zCGQG_8ykM/parts/1zCGQG_8ykM-541360-542920.wav, попробуйте приготовить Чизкейк карамель
/Users/gosha/Projects/youtube-audio-captions-parsing/data/1zCGQG_8ykM/parts/1zCGQG_8ykM-544940-547100.wav, и поделитесь своим оптом
/Users/gosha/Projects/youtube-audio-captions-parsing/data/1zCGQG_8ykM/parts/1zCGQG_8ykM-548080-550360.wav, или в моей группе вконтакте
/Users/gosha/Projects/youtube-audio-captions-parsing/data/5EF2LPQlTlo/parts/5EF2LPQlTlo-5080-8840.wav, Всем привет Добро пожаловать на канал Готовь и Ешь с
/Users/gosha/Projects/youtube-audio-captions-parsing/data/5EF2LPQlTlo/parts/5EF2LPQlTlo-8850-11650.wav, Улыбкой Сегодня я вам покажу как приготовить
/Users/gosha/Projects/youtube-audio-captions-parsing/data/5EF2LPQlTlo/parts/5EF2LPQlTlo-11650-14980.wav, очень вкусный карамельный соус
/Users/gosha/Projects/youtube-audio-captions-parsing/data/5EF2LPQlTlo/parts/5EF2LPQlTlo-14980-18589.wav, Карамельный соус это прекрасное дополнение к мороженому
/Users/gosha/Projects/youtube-audio-captions-parsing/data/5EF2LPQlTlo/parts/5EF2LPQlTlo-18589-22560.wav, блинам и панкейкам Ложка карамельного соуса превращает
/Users/gosha/Projects/youtube-audio-captions-parsing/data/5EF2LPQlTlo/parts/5EF2LPQlTlo-22560-26099.wav, овсяную кашу на завтрак в настоящее лакомство
/Users/gosha/Projects/youtube-audio-captions-parsing/data/5EF2LPQlTlo/parts/5EF2LPQlTlo-26099-30819.wav, а обычный творог или йогурт в десерт Готовится он несложно
/Users/gosha/Projects/youtube-audio-captions-parsing/data/5EF2LPQlTlo/parts/5EF2LPQlTlo-30819-33120.wav, но есть несколько тонкостей
/Users/gosha/Projects/youtube-audio-captions-parsing/data/5EF2LPQlTlo/parts/5EF2LPQlTlo-33120-39219.wav, нам понадобится гр сливок гр сахара чл ванильного
/Users/gosha/Projects/youtube-audio-captions-parsing/data/5EF2LPQlTlo/parts/5EF2LPQlTlo-39219-43690.wav, сахара чл кукурузного крахмала гр сливочного
/Users/gosha/Projects/youtube-audio-captions-parsing/data/5EF2LPQlTlo/parts/5EF2LPQlTlo-43690-46760.wav, масла и щепотка морской соли
/Users/gosha/Projects/youtube-audio-captions-parsing/data/5EF2LPQlTlo/parts/5EF2LPQlTlo-46760-49980.wav, Приступаем к приготовлению Сахар и ванильный сахар
/Users/gosha/Projects/youtube-audio-captions-parsing/data/5EF2LPQlTlo/parts/5EF2LPQlTlo-49980-53670.wav, я высыплю в кастрюлю с толстым дном и поставлю нагреваться
/Users/gosha/Projects/youtube-audio-captions-parsing/data/5EF2LPQlTlo/parts/5EF2LPQlTlo-53670-56690.wav, на средней температуре И буду ждать несколько
/Users/gosha/Projects/youtube-audio-captions-parsing/data/5EF2LPQlTlo/parts/5EF2LPQlTlo-56690-60579.wav, минут пока сахар начнт растворяться
/Users/gosha/Projects/youtube-audio-captions-parsing/data/5EF2LPQlTlo/parts/5EF2LPQlTlo-60579-64680.wav, Несколько ложек сливок добавлю к крахмалу и размешаю
/Users/gosha/Projects/youtube-audio-captions-parsing/data/5EF2LPQlTlo/parts/5EF2LPQlTlo-64680-68940.wav, Сахар начал уже таять теперь не мешая наблюдаем пока
/Users/gosha/Projects/youtube-audio-captions-parsing/data/5EF2LPQlTlo/parts/5EF2LPQlTlo-68940-72110.wav, он полностью расплавится Периодически наклоняю
/Users/gosha/Projects/youtube-audio-captions-parsing/data/5EF2LPQlTlo/parts/5EF2LPQlTlo-72110-74820.wav, кастрюльку немного что бы сахар пересыпался по
/Users/gosha/Projects/youtube-audio-captions-parsing/data/5EF2LPQlTlo/parts/5EF2LPQlTlo-74820-78470.wav, сторонам Я уменьшу немного температуру
/Users/gosha/Projects/youtube-audio-captions-parsing/data/5EF2LPQlTlo/parts/5EF2LPQlTlo-78470-82260.wav, У меня электрическая плита со шкалой до До этого
/Users/gosha/Projects/youtube-audio-captions-parsing/data/5EF2LPQlTlo/parts/5EF2LPQlTlo-82260-86280.wav, я выставляла а теперь уменьшила до Делаю я это
/Users/gosha/Projects/youtube-audio-captions-parsing/data/5EF2LPQlTlo/parts/5EF2LPQlTlo-86280-89420.wav, для того что бы сахар не подгорел Лучше варить
/Users/gosha/Projects/youtube-audio-captions-parsing/data/5EF2LPQlTlo/parts/5EF2LPQlTlo-89420-93260.wav, соус при маленькой температуре понадобится больше времени
/Users/gosha/Projects/youtube-audio-captions-parsing/data/5EF2LPQlTlo/parts/5EF2LPQlTlo-93260-94900.wav, но зато вы не испортите карамель
/Users/gosha/Projects/youtube-audio-captions-parsing/data/5EF2LPQlTlo/parts/5EF2LPQlTlo-94900-100060.wav, Параллельно нагреваю сливки Сделать это можно любым
/Users/gosha/Projects/youtube-audio-captions-parsing/data/5EF2LPQlTlo/parts/5EF2LPQlTlo-100060-103740.wav, способом в микроволновке или в кастрюльке Сливки
/Users/gosha/Projects/youtube-audio-captions-parsing/data/5EF2LPQlTlo/parts/5EF2LPQlTlo-107340-109220.wav, Сахар уже почти весь растаял
/Users/gosha/Projects/youtube-audio-captions-parsing/data/5EF2LPQlTlo/parts/5EF2LPQlTlo-112170-116320.wav, красивого янтарного цвета Переход от карамели к жжнному
/Users/gosha/Projects/youtube-audio-captions-parsing/data/5EF2LPQlTlo/parts/5EF2LPQlTlo-119610-122950.wav, запах жжнного сахара то вы передержали сахар
/Users/gosha/Projects/youtube-audio-captions-parsing/data/5EF2LPQlTlo/parts/5EF2LPQlTlo-122950-128149.wav, он не подойдт для соуса и его будет надо выбросить
/Users/gosha/Projects/youtube-audio-captions-parsing/data/5EF2LPQlTlo/parts/5EF2LPQlTlo-128149-130640.wav, Кастрюльку сниму с огня У меня получился такой
/Users/gosha/Projects/youtube-audio-captions-parsing/data/5EF2LPQlTlo/parts/5EF2LPQlTlo-130640-135000.wav, красивый янтарный цвет Теперь быстро вливаю сливки
/Users/gosha/Projects/youtube-audio-captions-parsing/data/5EF2LPQlTlo/parts/5EF2LPQlTlo-135000-137670.wav, Жидкость начинает бурлить не пугайтесь так и должно
/Users/gosha/Projects/youtube-audio-captions-parsing/data/5EF2LPQlTlo/parts/5EF2LPQlTlo-137670-140530.wav, быть Ставлю снова на огонь и
/Users/gosha/Projects/youtube-audio-captions-parsing/data/5EF2LPQlTlo/parts/5EF2LPQlTlo-140530-143970.wav, начинаю нагревать на среднем огне быстро помешивая
/Users/gosha/Projects/youtube-audio-captions-parsing/data/5EF2LPQlTlo/parts/5EF2LPQlTlo-143970-147500.wav, пока соус не станет полностью однородный и начнт густеть
/Users/gosha/Projects/youtube-audio-captions-parsing/data/5EF2LPQlTlo/parts/5EF2LPQlTlo-149020-153020.wav, На этом этапе добавляю масло вливаю сливки с крахмалом
/Users/gosha/Projects/youtube-audio-captions-parsing/data/5EF2LPQlTlo/parts/5EF2LPQlTlo-153030-157250.wav, и довожу помешивая до кипения В последнюю очередь добавляю
/Users/gosha/Projects/youtube-audio-captions-parsing/data/5EF2LPQlTlo/parts/5EF2LPQlTlo-157250-161190.wav, щепотку морской соли она придаст нашему соусу особый вкус
/Users/gosha/Projects/youtube-audio-captions-parsing/data/5EF2LPQlTlo/parts/5EF2LPQlTlo-161190-164831.wav, Обратите внимание что
/Users/gosha/Projects/youtube-audio-captions-parsing/data/5EF2LPQlTlo/parts/5EF2LPQlTlo-164831-168291.wav, соус можно сделать более густым добавив меньше сливок
/Users/gosha/Projects/youtube-audio-captions-parsing/data/5EF2LPQlTlo/parts/5EF2LPQlTlo-170730-174840.wav, тплым так и охлажднным Хранится соус может в закрытой
/Users/gosha/Projects/youtube-audio-captions-parsing/data/5EF2LPQlTlo/parts/5EF2LPQlTlo-174840-177860.wav, баночке в холодильнике до двух недель
/Users/gosha/Projects/youtube-audio-captions-parsing/data/5EF2LPQlTlo/parts/5EF2LPQlTlo-177860-181290.wav, Приглашаю всех вас зайти на канал Готовь и Ешь с
/Users/gosha/Projects/youtube-audio-captions-parsing/data/5EF2LPQlTlo/parts/5EF2LPQlTlo-181290-185850.wav, Улыбкой у нас есть ещ много других вкусных пошаговых рецептов
/Users/gosha/Projects/youtube-audio-captions-parsing/data/63xx3A50fv8/parts/63xx3A50fv8-0-4100.wav, Они обращались со мной как с божеством А потом пришл ты и вс испортил
/Users/gosha/Projects/youtube-audio-captions-parsing/data/63xx3A50fv8/parts/63xx3A50fv8-4840-6340.wav, А это как случилось
/Users/gosha/Projects/youtube-audio-captions-parsing/data/63xx3A50fv8/parts/63xx3A50fv8-12940-14940.wav, На ютюбе появился канал где ребята помагают
/Users/gosha/Projects/youtube-audio-captions-parsing/data/63xx3A50fv8/parts/63xx3A50fv8-14940-16740.wav, Бездомным людям и детским домам
/Users/gosha/Projects/youtube-audio-captions-parsing/data/63xx3A50fv8/parts/63xx3A50fv8-19880-21520.wav, Я думаю что это касается каждого человека
/Users/gosha/Projects/youtube-audio-captions-parsing/data/63xx3A50fv8/parts/63xx3A50fv8-29260-31260.wav, Сегодня я буду делать медведя на палке
/Users/gosha/Projects/youtube-audio-captions-parsing/data/63xx3A50fv8/parts/63xx3A50fv8-31760-33560.wav, Медведя на палке говорю
/Users/gosha/Projects/youtube-audio-captions-parsing/data/63xx3A50fv8/parts/63xx3A50fv8-33560-36120.wav, Для его изготовления мне нужна будет форма
/Users/gosha/Projects/youtube-audio-captions-parsing/data/63xx3A50fv8/parts/63xx3A50fv8-36120-38000.wav, Сахар и зубочистка
/Users/gosha/Projects/youtube-audio-captions-parsing/data/63xx3A50fv8/parts/63xx3A50fv8-38000-39640.wav, А пока мы ещ не начали подпишитесь на канал
/Users/gosha/Projects/youtube-audio-captions-parsing/data/63xx3A50fv8/parts/63xx3A50fv8-39660-41740.wav, а конфета маленькая
/Users/gosha/Projects/youtube-audio-captions-parsing/data/63xx3A50fv8/parts/63xx3A50fv8-43000-45700.wav, Тогда я возьму сахар зубочистку
/Users/gosha/Projects/youtube-audio-captions-parsing/data/63xx3A50fv8/parts/63xx3A50fv8-45700-47440.wav, Это же какие должны быть зубы для такой ЗУБОЧИСТКИ Ммм
/Users/gosha/Projects/youtube-audio-captions-parsing/data/63xx3A50fv8/parts/63xx3A50fv8-48640-50240.wav, И силиконовою форму медведя
/Users/gosha/Projects/youtube-audio-captions-parsing/data/63xx3A50fv8/parts/63xx3A50fv8-52000-53380.wav, Я тут родился
/Users/gosha/Projects/youtube-audio-captions-parsing/data/63xx3A50fv8/parts/63xx3A50fv8-53380-54580.wav, Ну хорошо
/Users/gosha/Projects/youtube-audio-captions-parsing/data/63xx3A50fv8/parts/63xx3A50fv8-57100-59120.wav, Теперь нужно будет засыпать сахар в сковородку
/Users/gosha/Projects/youtube-audio-captions-parsing/data/63xx3A50fv8/parts/63xx3A50fv8-60520-61980.wav, Ого как много получилось
/Users/gosha/Projects/youtube-audio-captions-parsing/data/63xx3A50fv8/parts/63xx3A50fv8-64040-66360.wav, У меня на этот случай есть специальный дрын
/Users/gosha/Projects/youtube-audio-captions-parsing/data/63xx3A50fv8/parts/63xx3A50fv8-66800-69160.wav, Затем добавлю немножко уксуса
/Users/gosha/Projects/youtube-audio-captions-parsing/data/63xx3A50fv8/parts/63xx3A50fv8-74180-75880.wav, Так Теперь налью немножко водички
/Users/gosha/Projects/youtube-audio-captions-parsing/data/63xx3A50fv8/parts/63xx3A50fv8-79620-81520.wav, правда немножко сахара здесь рассыпал
